ID,Year,District,District_Id,Usage_Type,Count,Using_Count,Amount
1782,2017,BAHÇELİEVLER,2005,SANAYİ TESİSLERİ,1139,1139,220608665.0
1783,2017,BAHÇELİEVLER,2005,RESMİ KURUM,4823,4716,220608665.0
1784,2017,BAHÇELİEVLER,2005,MESKEN,205841,203372,220608665.0
1785,2017,BAHÇELİEVLER,2005,İBADETHANE,304,300,220608665.0
1786,2017,BAHÇELİEVLER,2005,HAYIR KURUMU VE MÜZE,228,225,220608665.0
1787,2017,BAKIRKÖY,1166,YABANCI TEMSİLCİLİK,8,7,194605781.0
1788,2017,BAKIRKÖY,1166,TİCARİ,25376,23883,194605781.0
1789,2017,BAKIRKÖY,1166,SANAYİ TESİSLERİ,231,231,194605781.0
1790,2017,BAKIRKÖY,1166,RESMİ KURUM,9755,9551,194605781.0
1791,2017,BAKIRKÖY,1166,MESKEN,102096,100727,194605781.0
1792,2017,BAKIRKÖY,1166,İBADETHANE,206,196,194605781.0
1793,2017,BAKIRKÖY,1166,HAYIR KURUMU VE MÜZE,148,135,194605781.0
1795,2017,BAŞAKŞEHİR,2050,TİCARİ,39292,19188,161367486.0
1796,2017,BAŞAKŞEHİR,2050,SANAYİ TESİSLERİ,885,885,161367486.0
1797,2017,BAŞAKŞEHİR,2050,RESMİ KURUM,305,2936,161367486.0
1798,2017,BAŞAKŞEHİR,2050,MESKEN,135195,132054,161367486.0
1799,2017,BAŞAKŞEHİR,2050,İBADETHANE,131,120,161367486.0
1800,2017,BAŞAKŞEHİR,2050,HAYIR KURUMU VE MÜZE,99,99,161367486.0
1802,2017,BAYRAMPAŞA,1886,TİCARİ,18506,15069,96290620.0
1803,2017,BAYRAMPAŞA,1886,SANAYİ TESİSLERİ,264,264,96290620.0
1804,2017,BAYRAMPAŞA,1886,RESMİ KURUM,2762,2736,96290620.0
1805,2017,BAYRAMPAŞA,1886,MESKEN,94267,93306,96290620.0
1806,2017,BAYRAMPAŞA,1886,İBADETHANE,280,274,96290620.0
1807,2017,BAYRAMPAŞA,1886,HAYIR KURUMU VE MÜZE,87,86,96290620.0
1808,2017,BEŞİKTAŞ,1183,YABANCI TEMSİLCİLİK,179,179,174107059.0
1809,2017,BEŞİKTAŞ,1183,TİCARİ,28618,26106,174107059.0
1810,2017,BEŞİKTAŞ,1183,SANAYİ TESİSLERİ,2682,2682,174107059.0
1811,2017,BEŞİKTAŞ,1183,RESMİ KURUM,12669,11438,174107059.0
1812,2017,BEŞİKTAŞ,1183,MESKEN,94895,91793,174107059.0
1813,2017,BEŞİKTAŞ,1183,İBADETHANE,122,120,174107059.0
1814,2017,BEŞİKTAŞ,1183,HAYIR KURUMU VE MÜZE,94,94,174107059.0
1815,2017,BEYKOZ,1185,TİCARİ,10697,9695,119051383.0
1816,2017,BEYKOZ,1185,SANAYİ TESİSLERİ,228,228,119051383.0
1817,2017,BEYKOZ,1185,RESMİ KURUM,3301,3142,119051383.0
1818,2017,BEYKOZ,1185,MESKEN,92624,88237,119051383.0
1819,2017,BEYKOZ,1185,İBADETHANE,211,210,119051383.0
1820,2017,BEYKOZ,1185,HAYIR KURUMU VE MÜZE,16,16,119051383.0
1822,2017,BEYLİKDÜZÜ,2051,TİCARİ,15131,12765,162829065.0
1823,2017,BEYLİKDÜZÜ,2051,SANAYİ TESİSLERİ,457,457,162829065.0
1824,2017,BEYLİKDÜZÜ,2051,RESMİ KURUM,2585,2504,162829065.0
1825,2017,BEYLİKDÜZÜ,2051,MESKEN,137838,134605,162829065.0
1826,2017,BEYLİKDÜZÜ,2051,İBADETHANE,88,82,162829065.0
1827,2017,BEYLİKDÜZÜ,2051,HAYIR KURUMU VE MÜZE,100,96,162829065.0
1829,2017,BEYOĞLU,1186,YABANCI TEMSİLCİLİK,475,475,103549357.0
1830,2017,BEYOĞLU,1186,TİCARİ,27473,25943,103549357.0
1831,2017,BEYOĞLU,1186,SANAYİ TESİSLERİ,347,347,103549357.0
1832,2017,BEYOĞLU,1186,RESMİ KURUM,3735,3666,103549357.0
1833,2017,BEYOĞLU,1186,MESKEN,79668,78118,103549357.0
1834,2017,BEYOĞLU,1186,İBADETHANE,181,178,103549357.0
1835,2017,BEYOĞLU,1186,HAYIR KURUMU VE MÜZE,240,238,103549357.0
1836,2017,BÜYÜKÇEKMECE,1782,TİCARİ,12648,9921,109291088.0
1837,2017,BÜYÜKÇEKMECE,1782,SANAYİ TESİSLERİ,58,58,109291088.0
1838,2017,BÜYÜKÇEKMECE,1782,RESMİ KURUM,2674,2614,109291088.0
1839,2017,BÜYÜKÇEKMECE,1782,MESKEN,116142,109701,109291088.0
1840,2017,BÜYÜKÇEKMECE,1782,İBADETHANE,86,81,109291088.0
1841,2017,BÜYÜKÇEKMECE,1782,HAYIR KURUMU VE MÜZE,103,99,109291088.0
1842,2017,ÇATALCA,1237,TİCARİ,2864,1983,20258572.0
1843,2017,ÇATALCA,1237,SANAYİ TESİSLERİ,93,93,20258572.0
1844,2017,ÇATALCA,1237,RESMİ KURUM,721,702,20258572.0
1845,2017,ÇATALCA,1237,MESKEN,23141,22155,20258572.0
1846,2017,ÇATALCA,1237,İBADETHANE,32,32,20258572.0
1847,2017,ÇATALCA,1237,HAYIR KURUMU VE MÜZE,27,6,20258572.0
1848,2017,ÇEKMEKÖY,2052,TİCARİ,9444,7656,102060880.0
1849,2017,ÇEKMEKÖY,2052,SANAYİ TESİSLERİ,121,121,102060880.0
1850,2017,ÇEKMEKÖY,2052,RESMİ KURUM,2654,2631,102060880.0
1851,2017,ÇEKMEKÖY,2052,MESKEN,101823,97305,102060880.0
1852,2017,ÇEKMEKÖY,2052,İBADETHANE,98,80,102060880.0
1853,2017,ÇEKMEKÖY,2052,HAYIR KURUMU VE MÜZE,33,33,102060880.0
